2017-11-23 0.0356498194946 0.0 0.0706470028544 0.0463917525773 0.0145899053628 0.0 0.0835987261146 0.0
2017-11-24 0.0308460634548 0.0 0.0590890439064 0.049504950495 0.00906437240744 0.0 0.0517350157729 0.0
2017-11-25 0.0245634235272 0.0 0.0531855955679 0.0324324324324 0.00857142857143 0.0 0.0503003003003 0.0
2017-11-26 0.0228059138094 0.0 0.055799953693 0.0353982300885 0.00715717148583 0.0 0.047857540345 0.0
2017-11-27 0.0270579813887 0.0 0.049084691209 0.0396825396825 0.0102592799851 0.0 0.0451895043732 0.0
2017-11-28 0.0245614035088 0.0 0.046753875969 0.0283018867925 0.0108766586905 0.0 0.0441898527005 0.0
2017-11-29 0.0209375579025 0.0 0.0427604871448 0.0331491712707 0.00907166616269 0.0 0.0649350649351 0.0
2017-11-30 0.0189411582052 0.0 0.0510895883777 0.044776119403 0.00975419430355 0.0 0.0472263868066 0.0
2017-12-1 0.0191831683168 0.0 0.0415238863132 0.0398406374502 0.00722845729504 0.0 0.0290429042904 0.0
2017-12-2 0.0170015455951 0.0 0.034225264468 0.025 0.00644699140401 0.0 0.0270491803279 0.0
2017-12-3 0.0161794447509 0.0 0.0333412717314 0.0318181818182 0.00500984075863 0.0 0.0308310991957 0.0
2017-12-4 0.0183139094899 0.0 0.0314943986472 0.0202429149798 0.00716043857686 0.0 0.0259344012204 0.0
2017-12-5 0.0183767228178 0.0 0.0424021838035 0.0367647058824 0.0062966031483 0.0 0.0319277108434 0.0
2017-12-6 0.0168028364421 0.0 0.0274527452745 0.0239043824701 0.0066692820714 0.0 0.0393586005831 0.0
2017-12-7 0.0201631173539 0.0 0.0278846153846 0.020979020979 0.00503937007874 0.0 0.0217821782178 0.0
2017-12-8 0.0162434947169 0.0 0.0319502074689 0.0277777777778 0.00433668440765 0.0 0.0337798485731 0.0
2017-12-9 0.0133969535695 0.0 0.0285642696066 0.0403225806452 0.00333086602517 0.0 0.0200471698113 0.0
2017-12-10 0.0117436305732 0.0 0.0210526315789 0.014652014652 0.00445009535919 0.0 0.0187945560596 0.0
2017-12-11 0.0139275766017 0.0 0.0249520153551 0.0267558528428 0.00391644908616 0.0 0.0237942122186 0.0
2017-12-12 0.0119607005553 0.0 0.0225251926497 0.0125786163522 0.0061099796334 0.0 0.0164684354986 0.0
2017-12-13 0.0153228748632 0.0 0.0250247770069 0.00961538461538 0.00447872605126 0.0 0.0222882615156 0.125
2017-12-14 0.00973709834469 0.0 0.0198156682028 0.02 0.00140977443609 0.0 0.0126262626263 0.0
2017-12-15 0.0162052667117 0.0 0.0284191829485 0.0 0.00163132137031 0.0 0.0190735694823 0.0
2017-12-16 0.00698463380563 0.0 0.0161967606479 0.0257731958763 0.0016570008285 0.0 0.0161104718067 0.125
2017-12-17 0.00434954527481 0.0 0.0180541624875 0.0103092783505 0.00121852152721 0.0 0.00980392156863 0.0
2017-12-18 0.0101394169835 0.0 0.018898488121 0.0161290322581 0.00437700612781 0.0 0.0163043478261 0.0
2017-12-19 0.0123189612119 0.0 0.0240476190476 0.0263157894737 0.00356030262572 0.0 0.0168970814132 0.0
2017-12-20 0.0141312184571 0.0 0.0282385466035 0.0385964912281 0.0060281312793 0.0 0.0213040671401 0.0
2017-12-21 0.0177264595869 0.0 0.0399032648126 0.0323886639676 0.00754647524388 0.0 0.0390738060781 0.0
2017-12-22 0.0236090225564 0.0 0.0736543909348 0.0664206642066 0.0132311977716 0.0 0.0693717277487 0.0
2017-12-23 0.020325203252 0.0 0.0435477427087 0.037037037037 0.00802982506453 0.0 0.0403120936281 0.0
2017-12-24 0.0144927536232 0.0 0.0238429172511 0.027027027027 0.00480192076831 0.0 0.0305555555556 0.0
2017-12-25 0.0137956748695 0.0 0.0385050962627 0.0277777777778 0.00457456541629 0.0 0.0388198757764 0.0
2017-12-26 0.016933382955 0.0 0.0480549199085 0.0324074074074 0.00730048116808 0.0 0.0509138381201 0.0
2017-12-27 0.0198581560284 0.0 0.0447957839262 0.0263157894737 0.00984848484848 0.0 0.0391498881432 0.0
2017-12-28 0.0174539631705 0.0 0.0393518518519 0.0392857142857 0.00866604766326 0.0 0.0432098765432 0.0
2017-12-29 0.0115146147033 0.0 0.0265825636405 0.015873015873 0.00476852771707 0.0 0.026455026455 0.0
2017-12-30 0.0135951661631 0.0 0.0221674876847 0.0129032258065 0.00651230101302 0.0 0.0119474313023 0.0
2017-12-31 0.010269121813 0.0 0.0191277735272 0.0 0.00792792792793 0.0 0.0199252801993 0.0
2018-1-1 0.0125 0.0 0.0131578947368 0.0 0.0 0.0 0.0625 0.0
2018-1-2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2018-1-3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2018-1-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2018-1-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2018-1-6 0.0102354145343 0.0 0.0134278254383 0.0396825396825 0.00777831793875 0.0 0.0189655172414 0.0
2018-1-7 0.00988351570773 0.0 0.0222222222222 0.0175438596491 0.00654349499615 0.0 0.0160714285714 0.0
2018-1-8 0.0169582772544 0.0 0.0226364846871 0.018018018018 0.0152198421646 0.0 0.0434782608696 0.0
2018-1-9 0.0176174496644 0.0 0.0373272839761 0.0162162162162 0.00777537796976 0.0 0.0501274426508 0.0
2018-1-10 0.0170956966005 0.0 0.0317017499366 0.0308641975309 0.00751274483499 0.0 0.0349175557711 0.111111111111
2018-1-11 0.0111882169664 0.0 0.0382731725014 0.011583011583 0.00953092879836 0.0 0.0239605355884 0.0
2018-1-12 0.0127652233914 0.0 0.0275533457634 0.036866359447 0.0051103843009 0.0 0.0239938080495 0.0
2018-1-13 0.00688497061293 0.0 0.0191750278707 0.0084388185654 0.00262881177708 0.0 0.0178041543027 0.0
2018-1-14 0.00585891727209 0.0 0.0193337299227 0.0111111111111 0.00290697674419 0.0 0.012987012987 0.0
2018-1-15 0.00521952717224 0.0 0.0161630358398 0.0157480314961 0.00238473767886 0.0 0.02 0.0
2018-1-16 0.0113559322034 0.0 0.0142190624306 0.020618556701 0.00386414480374 0.0 0.0248397435897 0.0
2018-1-17 0.0120655501531 0.0 0.0260832075878 0.0243902439024 0.005730002292 0.0 0.0281576830249 0.0
2018-1-18 0.0125786163522 0.0 0.0210909090909 0.0150753768844 0.00594813228646 0.0 0.0207125103563 0.0
2018-1-19 0.0170832015185 0.0 0.0363365915852 0.024154589372 0.00469208211144 0.0 0.0440456769984 0.0
2018-1-20 0.0113345521024 0.0 0.0247309365697 0.0 0.00411875750815 0.0 0.0237154150198 0.0
2018-1-21 0.00745840504877 0.0 0.018624286069 0.0145631067961 0.00314850446038 0.0 0.0101137800253 0.0
2018-1-22 0.00754310344828 0.0 0.0111080255485 0.0120481927711 0.00322476620445 0.0 0.00913705583756 0.0
2018-1-23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2018-1-24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2018-1-25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
