browsers final changes
Chrome,,40,4.35331504941e-05
Chrome,,41,0.00013059945148230002
Firefox,,58,0.0059640416176920995
Firefox,,55,0.008967829001772301
Firefox,,54,8.70663009882e-05
Firefox,,57,0.01932871881938732
Firefox,,56,0.0087501632493196
Firefox,,51,4.35331504941e-05
Firefox,,53,0.0020460580732241
""
versions final changes
""
browsers every changes
Chrome,61,40,4.35331504941e-05
Chrome,42,41,0.00013059945148230002
Firefox,58,57,8.70663009882e-05
Firefox,58,56,4.35331504941e-05
Firefox,55,54,4.35331504941e-05
Firefox,55,57,0.0007400635584002001
Firefox,55,56,0.0030908536850861998
Firefox,54,57,8.70663009882e-05
Firefox,54,56,0.000870663009882
Firefox,57,56,0.0047015802533632
Firefox,57,58,0.005180444908797799
Firefox,57,53,4.35331504941e-05
Firefox,56,55,0.008967829001772301
Firefox,56,54,4.35331504941e-05
Firefox,56,57,0.01641199773628071
Firefox,56,58,0.0007835967088943
Firefox,56,53,0.00200252492273
Firefox,53,57,0.00200252492273
Firefox,53,56,4.35331504941e-05
Firefox,52,51,4.35331504941e-05
""
versions every changes
