browsers final changes
Chrome,,61,0.0006395108046871102
Chrome,,62,0.0006669184106021803
Chrome,,63,0.0008435452042782701
Chrome,,64,0.0005116086437494601
""
versions final changes
,10_11_6,2.740760591517e-05
,10_12_4,0.0001994664652711
,10_12_6,0.00030148366506659003
,10_13_1,0.00012028893707213
,10_13_2,0.0002162155577753
,10_13_3,1.5226447730700001e-05
,10_10_5,3.04528954613e-06
""
browsers every changes
Chrome,61,62,0.0006653957658291102
Chrome,61,63,3.045289546127e-05
Chrome,61,64,1.52264477307e-06
Chrome,62,61,0.0006258070017295201
Chrome,62,63,0.0007735035447173301
Chrome,62,64,1.065851341146e-05
Chrome,63,61,1.370380295759e-05
Chrome,63,64,0.00049942748556493
Chrome,64,62,1.52264477307e-06
Chrome,64,63,3.958876409967e-05
""
versions every changes
10_11_6,10_13_1,3.04528954613e-06
10_12_5,10_13_1,1.21811581845e-05
10_12_4,10_12_6,0.000287779862109
10_12_4,10_13_1,9.59266207031e-05
10_12_6,10_12_4,0.0001994664652711
10_12_6,10_13_1,6.09057909227e-06
10_13_0,10_13_1,3.04528954613e-06
10_13_1,10_12_6,9.13586863839e-06
10_13_1,10_11_6,2.58849611421e-05
10_13_1,10_13_2,0.0001416059638951
10_13_1,10_13_3,4.5679343192e-06
10_13_2,10_12_6,4.5679343192e-06
10_13_2,10_13_3,1.06585134115e-05
10_13_3,10_11_6,1.52264477307e-06
10_9_5,10_10_5,3.04528954613e-06
10_10_5,10_13_2,7.46095938802e-05
