browsers final changes
Chrome,,61,0.00021593310668015
Chrome,,62,0.0022450917332807875
Chrome,,63,0.00168917884162142
Chrome,,64,0.00087292106955786
Chrome,,65,2.297160709367e-05
""
versions final changes
,10_12_4,0.000370608594444
,10_12_6,0.00016998989249291
,10_13_0,1.53144047291e-06
,10_13_1,6.89148212809e-05
,10_13_2,5.819473797062e-05
,10_13_3,9.188642837451e-05
,10_9_5,1.53144047291e-06
,10_10_5,1.53144047291e-06
""
browsers every changes
Chrome,61,62,0.0020613188765317876
Chrome,61,63,0.00039051732059184967
Chrome,61,64,1.072008331037e-05
Chrome,62,61,0.00021593310668015
Chrome,62,63,0.00128487855677339
Chrome,62,64,4.747465466022e-05
Chrome,63,62,0.000183772856749
Chrome,63,64,0.0008147263315872699
Chrome,64,63,1.378296425618e-05
Chrome,64,65,2.297160709367e-05
""
versions every changes
10_11_6,10_13_1,3.675457134982e-05
10_11_6,10_13_2,3.06288094582e-06
10_11_6,10_13_3,1.53144047291e-06
10_12_4,10_12_6,0.00016998989249291
10_12_6,10_13_0,1.53144047291e-06
10_12_6,10_12_4,0.000303225213636
10_12_6,10_10_5,1.53144047291e-06
10_12_6,10_13_1,2.756592851235e-05
10_12_6,10_13_2,3.216024993117e-05
10_13_0,10_13_1,4.59432141873e-06
10_13_1,10_12_4,6.7383380808e-05
10_13_1,10_13_2,2.297160709363e-05
10_13_2,10_13_3,9.03549879016e-05
10_10_5,10_9_5,1.53144047291e-06
