browsers final changes
Chrome,,61,9.00130518926e-05
Chrome,,41,0.0001350195778388
Firefox,,59,0.000180026103785
Firefox,,58,0.007336063729242298
Firefox,,55,0.004995724380038999
Firefox,,54,0.0002700391556775
Firefox,,57,0.0172374994373816
Firefox,,56,0.015977316710936506
Firefox,,53,4.50065259463e-05
Firefox,,52,9.00130518926e-05
Firefox,,60,4.50065259463e-05
""
versions final changes
""
browsers every changes
Chrome,61,41,0.0001350195778388
Chrome,62,61,4.50065259463e-05
Chrome,51,61,4.50065259463e-05
Firefox,,57,9.00130518925e-05
Firefox,59,60,4.50065259463e-05
Firefox,58,57,0.0004050587335165
Firefox,58,59,9.00130518925e-05
Firefox,55,56,0.008911292137374002
Firefox,54,56,9.00130518926e-05
Firefox,54,58,4.50065259463e-05
Firefox,54,52,4.50065259463e-05
Firefox,57,55,0.0006750978891934999
Firefox,57,54,9.00130518925e-05
Firefox,57,56,0.004995724380029899
Firefox,57,59,9.00130518925e-05
Firefox,57,58,0.006795985417886698
Firefox,56,55,0.0043206264908455
Firefox,56,54,0.000180026103785
Firefox,56,57,0.016742427651972598
Firefox,56,58,0.0004950717854093
Firefox,56,53,4.50065259463e-05
Firefox,50,52,4.50065259463e-05
Firefox,53,56,0.00198028714164
""
versions every changes
