browsers final changes
Chrome,,61,0.00522193211488
Chrome,,63,0.16187989556139995
Chrome,,64,0.00261096605744
""
versions final changes
,10_11_6,0.00261096605744
,10_12_6,0.01566579634464
,10_13_1,0.04438642297648
,10_13_2,0.02610966057448
,10_13_3,0.00261096605744
,10_10_5,0.23498694517
""
browsers every changes
Chrome,62,61,0.00522193211488
Chrome,62,63,0.16187989556139995
Chrome,62,64,0.00261096605744
""
versions every changes
10_11_6,10_12_6,0.00261096605744
10_11_6,10_13_1,0.00261096605744
10_12_5,10_12_6,0.00783289817232
10_12_4,10_12_6,0.00522193211488
10_12_6,10_13_1,0.03394255874672
10_12_6,10_13_2,0.00261096605744
10_12_6,10_13_3,0.00261096605744
10_13_0,10_13_1,0.00783289817232
10_13_1,10_13_2,0.02349869451704
10_9_5,10_10_5,0.23498694517
10_10_5,10_11_6,0.00261096605744
