clientid & 9631 & 9431 \\
os & 23 & 5 \\
device & 277 & 226 \\
cpucores & 28 & 12 \\
fp2_cpuclass & 4 & 3 \\
WebGL & 2 & 0 \\
partgpu & 705 & 552 \\
