Date	Chrome(3544246)	Mobile_Safari(3366834)	Firefox(3116963)	Chrome_Mobile(1609034)	Samsung_Internet(982590)	Safari(844819)	IE(740226)	Edge(645279)	Firefox_Mobile(218673)	Opera(179716)	Chrome_Mobile_WebView(55558)	Android(39740)	Amazon_Silk(22529)	Opera_Mobile(20330)	Edge_Mobile(17179)	IE_Mobile(13570)	Yandex_Browser(11331)	Vivaldi(9442)	Chromium(7789)	Mobile_Safari_UI/WKWebView(7375)	Chrome_Mobile_iOS(6767)	Pale_Moon(6589)	Coc_Coc(4954)	Iron(4236)	SeaMonkey(3895)	Maxthon(3693)	UC_Browser(2701)	BlackBerry_WebKit(2395)	agent_error(1791)	Firefox_iOS(1461)	Dragon(1203)	Puffin(985)	Facebook(808)	Sogou_Explorer(778)	HeadlessChrome(764)	Other(730)	Thunderbird(396)	Opera_Mini(386)	PhantomJS(341)	Apple_Mail(330)	QQ_Browser(282)	Mail.ru_Chromium_Browser(206)	Crosswalk(183)	MobileIron(178)	Seznam_prohle(172)	Opera_Neon(159)	Googlebot(154)	K-Meleon(147)	QQ_Browser_Mobile(113)	Iceweasel(102)	Epiphany(93)	QupZilla(92)	Konqueror(90)	Midori(63)	YandexAntivirus(49)	Avant(37)	AppEngine-Google(35)	Netscape(34)	Sleipnir(18)	Lunascape(17)	YandexSearch(16)	AOL(14)	YandexMobileBot(12)	WebKit_Nightly(11)	Nokia_Browser(10)	Opera_Coast(8)	Pinterest(8)	ThunderBrowse(8)	iCab(8)	Electron(7)	HbbTV(7)	Otter(7)	Mediapartners-Google(6)	webOS_Browser(4)	Lynx(3)	Conkeror(2)	Outlook-iOS(2)	Crazy_Browser(1)	Dolfin(1)	NSPlayer(1)	YandexBot(1)	Zune(1)	
2018-1-29	0.889	0.770	0.776	0.717	0.736	0.721	0.377	0.850	0.456	0.887	0.689	0.551	0.733	0.667	0.462	0.611	0.932	0.865	0.944	0.821	0.929	0.000	0.917	1.000	0.727	0.724	0.000	0.667	0.000	0.000	0.000	0.333	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-30	0.799	0.650	0.668	0.625	0.616	0.586	0.366	0.722	0.316	0.811	0.636	0.406	0.756	0.614	0.621	0.429	0.833	0.964	0.962	0.694	0.867	0.000	0.000	0.767	0.400	0.900	0.583	0.500	0.000	0.000	0.500	1.000	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-31	0.701	0.512	0.539	0.471	0.468	0.494	0.298	0.546	0.311	0.685	0.506	0.432	0.555	0.615	0.333	0.387	0.696	1.000	0.766	0.610	0.605	0.000	0.917	0.769	0.185	0.697	0.920	0.538	0.000	0.882	0.000	0.765	0.500	0.000	0.000	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-1	0.637	0.419	0.471	0.407	0.398	0.394	0.241	0.483	0.278	0.575	0.378	0.399	0.328	0.609	0.377	0.315	0.762	0.648	0.875	0.270	0.647	0.000	0.333	0.346	0.409	0.613	0.643	0.286	0.000	0.500	0.125	0.000	0.917	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-2	0.605	0.316	0.385	0.332	0.316	0.308	0.119	0.342	0.215	0.442	0.312	0.291	0.295	0.525	0.191	0.269	0.736	0.359	0.756	0.259	0.606	1.000	0.400	0.047	0.105	0.429	0.733	0.062	0.000	1.000	0.800	0.385	0.333	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-3	0.844	0.615	0.618	0.613	0.616	0.483	0.253	0.705	0.338	0.746	0.526	0.467	0.608	0.720	0.627	0.402	0.923	0.687	0.486	0.607	0.714	0.000	1.000	0.474	0.385	0.444	0.903	0.333	0.000	0.588	0.333	0.333	0.800	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-4	0.697	0.514	0.507	0.506	0.493	0.381	0.402	0.605	0.263	0.622	0.452	0.425	0.560	0.570	0.520	0.355	0.714	0.759	0.500	0.444	0.923	0.800	0.923	0.435	0.300	0.474	0.923	0.000	0.000	0.000	0.667	0.750	1.000	1.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-5	0.543	0.244	0.367	0.278	0.268	0.290	0.159	0.298	0.186	0.486	0.296	0.333	0.319	0.371	0.186	0.198	0.306	0.571	0.535	0.400	0.808	0.000	0.818	0.133	0.375	0.632	0.583	0.250	0.000	0.333	0.000	0.118	0.667	1.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-6	0.550	0.257	0.369	0.295	0.270	0.387	0.167	0.320	0.211	0.439	0.229	0.297	0.304	0.237	0.187	0.154	0.562	0.692	0.760	0.100	0.545	0.000	0.700	0.241	0.214	0.071	0.696	0.056	0.000	0.364	0.333	0.000	0.857	0.000	0.000	0.000	0.000	0.000	0.000	0.750	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-7	0.515	0.257	0.327	0.268	0.279	0.334	0.145	0.288	0.190	0.454	0.175	0.228	0.297	0.157	0.318	0.116	0.600	0.264	0.638	0.240	0.512	0.000	0.682	0.488	0.321	0.200	0.364	0.071	0.000	0.000	0.308	0.167	0.000	0.000	1.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-8	0.583	0.307	0.389	0.312	0.318	0.367	0.168	0.381	0.174	0.557	0.179	0.425	0.500	0.390	0.181	0.141	0.579	0.343	0.559	0.222	0.341	0.500	0.632	0.324	0.188	0.261	0.391	0.000	0.000	0.000	0.000	1.000	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-9	0.705	0.482	0.532	0.465	0.468	0.514	0.240	0.554	0.286	0.691	0.481	0.412	0.471	0.491	0.519	0.275	0.850	0.684	0.556	0.353	0.657	0.308	0.889	0.170	0.143	0.692	0.690	0.000	0.000	0.000	0.500	1.000	1.000	0.000	0.000	0.765	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-10	0.590	0.370	0.382	0.366	0.357	0.289	0.252	0.404	0.224	0.387	0.368	0.448	0.320	0.295	0.358	0.258	0.587	0.667	0.667	0.517	0.346	0.400	0.727	0.571	0.077	0.868	0.857	0.143	0.000	0.000	0.000	0.000	0.722	0.000	0.500	1.000	0.000	0.000	0.000	0.000	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-11	0.614	0.275	0.337	0.307	0.289	0.351	0.220	0.369	0.173	0.457	0.206	0.463	0.266	0.195	0.397	0.293	0.712	0.667	0.605	0.273	0.558	0.000	0.600	0.286	0.176	0.308	0.556	0.071	0.000	1.000	0.727	0.000	0.500	0.000	0.750	0.200	0.000	0.000	0.000	0.769	0.000	0.000	0.400	0.429	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-12	0.541	0.196	0.305	0.255	0.211	0.268	0.122	0.252	0.180	0.389	0.157	0.289	0.235	0.231	0.065	0.033	0.490	0.412	0.103	0.250	0.515	0.000	0.444	0.800	0.182	0.471	0.640	0.000	0.000	0.500	0.333	0.000	0.100	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-13	0.566	0.317	0.384	0.321	0.330	0.359	0.168	0.385	0.194	0.464	0.314	0.350	0.459	0.464	0.373	0.195	0.600	0.500	0.275	0.229	0.370	0.000	0.500	0.721	0.333	0.444	0.154	0.167	0.000	0.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-14	0.475	0.208	0.301	0.242	0.223	0.267	0.134	0.195	0.171	0.384	0.181	0.269	0.195	0.222	0.188	0.118	0.508	0.609	0.747	0.216	0.222	0.000	0.857	0.125	0.091	0.690	1.000	0.273	0.000	0.000	0.571	0.000	0.000	0.000	1.000	0.774	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-15	0.539	0.253	0.341	0.248	0.243	0.307	0.116	0.290	0.188	0.381	0.134	0.275	0.195	0.250	0.155	0.286	0.678	0.185	0.471	0.042	0.115	0.000	0.667	0.250	0.188	0.235	0.205	0.000	0.000	0.750	0.000	0.125	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-16	0.521	0.252	0.339	0.262	0.257	0.251	0.147	0.347	0.177	0.372	0.220	0.289	0.176	0.366	0.118	0.146	0.612	0.473	0.593	0.100	0.635	0.000	1.000	0.011	0.100	0.667	0.242	0.111	0.000	0.333	0.125	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.333	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-17	0.457	0.262	0.264	0.282	0.271	0.224	0.153	0.298	0.185	0.360	0.304	0.209	0.221	0.335	0.243	0.263	0.614	0.542	0.406	0.275	0.379	0.000	0.769	0.286	0.000	0.429	0.400	0.143	0.000	0.222	0.556	0.000	0.000	0.000	1.000	0.200	0.000	0.000	0.000	0.000	0.000	1.000	0.800	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-18	0.365	0.165	0.202	0.211	0.205	0.194	0.114	0.172	0.167	0.207	0.230	0.176	0.119	0.249	0.090	0.151	0.321	0.250	0.250	0.083	0.467	0.333	0.379	0.188	0.261	0.176	0.667	0.393	0.000	0.500	0.000	0.000	0.500	0.000	0.500	0.250	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-19	0.443	0.154	0.275	0.200	0.212	0.236	0.108	0.223	0.196	0.349	0.205	0.192	0.118	0.213	0.171	0.115	0.532	0.436	0.531	0.129	0.441	0.000	0.444	0.250	0.200	0.429	0.273	0.000	0.000	0.286	0.000	0.273	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-20	0.508	0.276	0.360	0.271	0.288	0.328	0.088	0.303	0.174	0.395	0.189	0.221	0.271	0.150	0.071	0.170	0.435	0.440	0.407	0.350	0.475	0.000	0.667	0.854	0.417	0.818	0.600	0.000	0.000	0.000	0.789	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-21	0.723	0.453	0.541	0.358	0.430	0.414	0.000	0.513	0.252	0.564	0.450	0.011	0.432	0.050	0.000	0.000	0.794	0.710	0.663	0.750	0.351	0.000	0.826	0.400	0.574	0.676	0.824	0.000	0.000	0.250	1.000	0.222	0.500	0.000	0.000	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-22	0.763	0.494	0.592	0.419	0.463	0.469	0.000	0.561	0.317	0.579	0.461	0.016	0.584	0.056	0.000	0.000	0.848	0.826	0.782	0.273	0.650	0.125	0.821	0.885	0.429	0.353	0.314	0.000	0.000	0.333	0.000	0.733	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-23	0.766	0.516	0.568	0.429	0.527	0.500	0.000	0.615	0.306	0.662	0.527	0.000	0.612	0.156	0.000	0.000	0.798	0.874	0.341	0.524	0.277	0.000	0.912	0.686	0.409	0.062	0.444	0.000	0.000	0.471	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-24	0.790	0.605	0.620	0.496	0.609	0.460	0.000	0.656	0.349	0.758	0.654	0.019	0.639	0.091	0.000	0.000	0.784	0.864	0.905	0.647	0.842	1.000	0.894	0.708	0.704	0.286	0.815	0.000	0.000	1.000	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.400	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-25	0.653	0.420	0.428	0.357	0.430	0.315	0.000	0.472	0.272	0.633	0.334	0.009	0.526	0.027	0.000	0.000	0.765	0.654	0.756	0.500	0.629	0.500	0.850	0.833	0.240	0.455	0.200	0.000	0.000	1.000	0.417	0.000	0.500	0.000	0.000	0.100	0.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-26	0.706	0.439	0.478	0.363	0.447	0.380	0.000	0.492	0.261	0.540	0.451	0.000	0.405	0.091	0.000	0.000	0.722	0.704	0.721	0.091	0.564	0.000	0.750	0.556	0.176	0.000	0.918	0.000	0.000	1.000	0.636	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-27	0.659	0.385	0.459	0.320	0.381	0.322	0.000	0.429	0.241	0.594	0.232	0.009	0.339	0.022	0.000	0.000	0.725	0.654	0.634	0.403	0.521	0.000	0.717	0.696	0.556	0.500	0.692	0.000	0.000	1.000	0.500	0.935	0.875	0.971	0.000	0.000	0.000	0.000	0.000	0.000	0.917	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-2-28	0.699	0.433	0.500	0.361	0.444	0.405	0.000	0.482	0.251	0.633	0.334	0.000	0.417	0.125	0.000	0.000	0.782	0.727	0.743	0.786	0.357	0.500	0.732	0.389	0.400	0.474	0.733	0.000	0.000	0.000	0.375	1.000	0.333	1.000	0.000	1.000	0.500	0.000	0.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-1	0.704	0.378	0.464	0.348	0.416	0.375	0.000	0.447	0.245	0.539	0.346	0.020	0.511	0.049	0.000	0.000	0.535	0.595	0.390	0.486	0.636	0.000	0.730	0.091	0.350	0.611	0.714	0.000	0.000	0.818	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-2	0.767	0.512	0.590	0.416	0.486	0.475	0.000	0.594	0.280	0.733	0.435	0.000	0.455	0.064	0.000	0.000	0.681	0.865	0.908	0.353	0.756	0.143	0.882	0.750	0.182	0.714	0.727	0.000	0.000	0.500	0.676	0.889	0.059	0.500	0.000	1.000	0.000	0.000	0.000	0.333	0.000	0.300	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-3	0.790	0.563	0.572	0.468	0.565	0.437	0.000	0.638	0.308	0.658	0.524	0.000	0.608	0.067	0.000	0.000	0.817	0.918	0.828	0.417	0.686	1.000	0.796	0.472	0.389	0.200	0.545	0.000	0.000	0.500	0.000	0.000	0.333	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-4	0.629	0.384	0.413	0.309	0.398	0.343	0.000	0.432	0.208	0.509	0.398	0.000	0.440	0.020	0.000	0.000	0.655	0.571	0.700	0.500	0.656	0.000	0.804	0.667	0.250	0.389	0.833	0.000	0.000	0.333	0.400	0.000	0.000	0.000	0.182	0.333	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-5	0.663	0.374	0.428	0.308	0.381	0.394	0.000	0.420	0.221	0.558	0.448	0.000	0.437	0.084	0.000	0.000	0.694	0.464	0.605	0.320	0.578	0.900	0.689	1.000	0.325	0.111	0.812	0.000	0.000	1.000	0.200	1.000	0.000	0.000	0.000	0.400	0.500	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-6	0.742	0.463	0.534	0.362	0.457	0.532	0.000	0.523	0.239	0.700	0.392	0.000	0.469	0.024	0.000	0.000	0.657	0.294	0.657	0.417	0.591	0.538	0.802	0.400	0.154	0.500	0.900	0.000	0.000	0.400	0.000	0.600	0.667	0.000	0.867	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-7	0.768	0.528	0.585	0.412	0.461	0.509	0.000	0.610	0.297	0.719	0.405	0.000	0.476	0.057	0.000	0.000	0.927	0.600	0.854	0.923	0.524	0.000	0.953	0.714	0.875	0.364	0.667	0.000	0.000	0.800	0.750	0.000	0.714	0.000	1.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-8	0.787	0.509	0.613	0.433	0.512	0.515	0.000	0.629	0.289	0.715	0.476	0.000	0.470	0.067	0.000	0.000	0.522	0.684	0.692	0.333	0.800	1.000	0.854	1.000	0.300	0.739	0.250	0.000	0.000	0.000	0.833	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.250	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
