Date	Chrome(3544246)	Mobile_Safari(3366834)	Firefox(3116963)	Chrome_Mobile(1609034)	Samsung_Internet(982590)	Safari(844819)	IE(740226)	Edge(645279)	Firefox_Mobile(218673)	Opera(179716)	Chrome_Mobile_WebView(55558)	Android(39740)	Amazon_Silk(22529)	Opera_Mobile(20330)	Edge_Mobile(17179)	IE_Mobile(13570)	Yandex_Browser(11331)	Vivaldi(9442)	Chromium(7789)	Mobile_Safari_UI/WKWebView(7375)	Chrome_Mobile_iOS(6767)	Pale_Moon(6589)	Coc_Coc(4954)	Iron(4236)	SeaMonkey(3895)	Maxthon(3693)	UC_Browser(2701)	BlackBerry_WebKit(2395)	agent_error(1791)	Firefox_iOS(1461)	Dragon(1203)	Puffin(985)	Facebook(808)	Sogou_Explorer(778)	HeadlessChrome(764)	Other(730)	Thunderbird(396)	Opera_Mini(386)	PhantomJS(341)	Apple_Mail(330)	QQ_Browser(282)	Mail.ru_Chromium_Browser(206)	Crosswalk(183)	MobileIron(178)	Seznam_prohle(172)	Opera_Neon(159)	Googlebot(154)	K-Meleon(147)	QQ_Browser_Mobile(113)	Iceweasel(102)	Epiphany(93)	QupZilla(92)	Konqueror(90)	Midori(63)	YandexAntivirus(49)	Avant(37)	AppEngine-Google(35)	Netscape(34)	Sleipnir(18)	Lunascape(17)	YandexSearch(16)	AOL(14)	YandexMobileBot(12)	WebKit_Nightly(11)	Nokia_Browser(10)	Opera_Coast(8)	Pinterest(8)	ThunderBrowse(8)	iCab(8)	Electron(7)	HbbTV(7)	Otter(7)	Mediapartners-Google(6)	webOS_Browser(4)	Lynx(3)	Conkeror(2)	Outlook-iOS(2)	Crazy_Browser(1)	Dolfin(1)	NSPlayer(1)	YandexBot(1)	Zune(1)	
2017-12-21	0.862	0.742	0.821	0.713	0.726	0.693	0.578	0.809	0.479	0.719	0.684	0.580	0.756	0.708	0.618	0.500	0.865	0.932	0.917	0.593	0.857	1.000	0.907	0.938	0.949	0.800	0.400	0.280	0.000	1.000	0.857	1.000	0.833	0.000	0.000	0.000	1.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-22	0.901	0.793	0.831	0.759	0.761	0.728	0.619	0.864	0.517	0.527	0.755	0.633	0.876	0.678	0.654	0.521	0.889	0.853	0.875	0.300	0.837	1.000	0.750	0.893	0.857	0.619	0.214	0.538	0.000	0.800	0.833	1.000	0.000	1.000	0.000	1.000	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-23	0.914	0.871	0.832	0.800	0.819	0.758	0.652	0.885	0.538	0.507	0.800	0.623	0.891	0.800	0.688	0.558	0.852	0.952	0.857	0.939	0.895	0.500	0.842	0.750	0.714	0.833	0.828	0.000	0.000	0.857	0.000	1.000	0.857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-24	0.926	0.893	0.849	0.809	0.814	0.759	0.723	0.889	0.503	0.461	0.837	0.558	0.964	0.909	0.556	0.545	0.808	0.000	1.000	0.846	1.000	1.000	1.000	1.000	0.778	1.000	0.923	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.750	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-25	0.916	0.890	0.853	0.798	0.823	0.752	0.656	0.903	0.534	0.878	0.757	0.625	0.886	0.806	0.750	0.583	0.939	1.000	1.000	0.905	0.950	0.000	0.957	0.000	0.500	1.000	1.000	0.333	0.000	1.000	1.000	1.000	1.000	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-26	0.877	0.782	0.826	0.754	0.761	0.715	0.600	0.871	0.570	0.618	0.749	0.650	0.724	0.770	0.623	0.563	0.903	0.902	1.000	0.875	0.848	0.500	0.873	1.000	0.742	0.886	0.857	0.625	0.000	0.500	0.000	0.667	0.500	0.000	1.000	0.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.500	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-27	0.656	0.584	0.685	0.599	0.615	0.607	0.492	0.657	0.509	0.299	0.572	0.495	0.701	0.508	0.475	0.358	0.789	0.538	0.500	0.222	0.673	0.000	0.636	0.455	0.400	0.500	0.250	0.364	0.000	0.833	0.333	0.667	0.750	0.000	0.000	1.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-28	0.900	0.827	0.828	0.773	0.792	0.731	0.625	0.879	0.514	0.888	0.682	0.595	0.854	0.833	0.753	0.483	0.887	0.970	0.718	0.730	0.915	1.000	0.914	0.792	0.848	0.821	0.172	0.500	0.000	1.000	0.857	1.000	0.000	0.000	0.000	1.000	0.800	0.000	0.000	1.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-29	0.912	0.818	0.824	0.781	0.785	0.738	0.614	0.876	0.524	0.865	0.743	0.690	0.865	0.819	0.590	0.512	0.964	0.947	0.714	0.795	0.933	1.000	1.000	1.000	0.630	1.000	0.375	0.615	0.000	0.000	0.011	1.000	0.333	0.000	0.000	1.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-30	0.907	0.881	0.838	0.801	0.805	0.793	0.653	0.901	0.555	0.862	0.552	0.653	0.738	0.797	0.656	0.526	0.769	1.000	0.714	0.909	0.909	0.909	0.882	0.923	0.462	0.833	0.889	0.200	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2017-12-31	0.923	0.861	0.838	0.800	0.812	0.770	0.601	0.909	0.551	0.902	0.700	0.592	0.767	0.939	0.727	0.469	0.938	0.600	0.875	0.938	0.905	0.000	1.000	1.000	0.273	0.409	0.500	0.273	0.000	0.000	1.000	1.000	0.667	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-1	0.930	0.873	0.828	0.739	0.841	0.871	0.448	0.897	0.273	0.667	0.833	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-6	0.918	0.881	0.832	0.809	0.803	0.827	0.528	0.902	0.559	0.877	0.701	0.727	0.815	0.857	0.800	0.567	0.943	1.000	0.803	0.750	0.973	0.000	1.000	0.969	0.875	1.000	0.000	0.000	0.000	1.000	1.000	0.833	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-7	0.905	0.877	0.837	0.791	0.810	0.794	0.506	0.893	0.510	0.868	0.663	0.736	0.758	0.786	0.657	0.429	0.928	0.103	0.919	0.000	0.961	0.000	0.857	1.000	0.625	1.000	0.833	0.556	0.000	0.889	0.667	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-8	0.912	0.850	0.835	0.783	0.796	0.847	0.412	0.909	0.512	0.924	0.663	0.626	0.929	0.867	0.783	0.533	0.700	0.915	0.889	0.789	0.853	0.000	0.938	0.905	0.833	1.000	0.333	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.667	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-9	0.890	0.824	0.815	0.750	0.776	0.769	0.435	0.867	0.507	0.829	0.748	0.597	0.840	0.818	0.548	0.478	0.912	0.940	0.805	0.941	0.786	0.000	0.960	0.887	0.727	0.882	0.818	0.538	0.000	1.000	0.714	1.000	0.647	1.000	1.000	0.500	0.750	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-10	0.814	0.666	0.768	0.636	0.653	0.671	0.411	0.751	0.482	0.844	0.624	0.508	0.703	0.638	0.643	0.382	0.881	0.864	0.562	0.433	0.912	0.000	0.882	0.875	0.600	0.583	0.889	0.231	0.000	0.000	0.200	0.000	0.800	0.069	0.000	0.500	0.500	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-11	0.842	0.718	0.754	0.678	0.682	0.675	0.483	0.792	0.455	0.799	0.723	0.597	0.820	0.698	0.571	0.479	0.894	0.906	0.891	0.647	0.848	1.000	0.963	0.931	0.579	0.771	0.941	0.357	0.000	0.810	0.571	0.000	0.833	0.333	0.000	1.000	0.500	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-12	0.806	0.693	0.735	0.661	0.669	0.648	0.484	0.792	0.464	0.770	0.674	0.601	0.747	0.705	0.715	0.424	0.863	0.899	0.727	0.825	0.800	1.000	0.957	0.795	0.684	0.833	0.714	0.250	0.000	1.000	0.500	1.000	0.000	0.000	1.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-13	0.840	0.733	0.753	0.711	0.712	0.651	0.571	0.820	0.477	0.772	0.660	0.603	0.786	0.700	0.820	0.524	0.769	0.762	0.816	0.925	0.720	0.500	0.793	0.889	0.478	0.762	1.000	0.438	0.000	0.600	0.600	0.000	1.000	0.000	0.000	0.500	0.750	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-14	0.763	0.624	0.706	0.627	0.624	0.635	0.537	0.744	0.494	0.704	0.587	0.627	0.789	0.752	0.500	0.393	0.781	0.898	0.773	0.733	0.436	0.000	0.786	0.792	0.722	0.600	0.932	0.375	0.000	0.875	0.333	0.700	0.333	0.000	0.000	0.400	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-15	0.631	0.549	0.629	0.526	0.528	0.552	0.411	0.657	0.483	0.604	0.416	0.470	0.578	0.607	0.406	0.296	0.769	0.500	0.700	0.833	0.533	0.000	0.519	0.633	0.556	0.500	0.800	0.455	0.000	0.667	0.000	0.375	0.733	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-16	0.719	0.532	0.625	0.536	0.544	0.524	0.350	0.602	0.361	0.679	0.522	0.523	0.549	0.533	0.452	0.464	0.791	0.800	0.644	0.762	0.613	0.750	0.796	0.725	0.533	0.500	0.600	0.286	0.000	0.545	0.500	0.250	1.000	1.000	0.000	0.571	0.000	0.000	0.000	0.500	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-17	0.692	0.543	0.639	0.525	0.509	0.542	0.367	0.609	0.362	0.628	0.551	0.539	0.556	0.596	0.407	0.292	0.692	0.562	0.824	0.500	0.593	0.636	0.963	0.472	0.259	0.750	0.583	0.333	0.000	1.000	0.000	0.714	1.000	0.000	0.000	0.000	0.500	0.000	0.000	0.250	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-18	0.713	0.557	0.648	0.538	0.536	0.569	0.342	0.646	0.369	0.692	0.529	0.470	0.645	0.598	0.451	0.450	0.615	0.826	0.744	0.391	0.616	0.588	0.478	0.721	0.621	0.833	0.000	0.545	0.000	0.500	0.000	0.824	0.667	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.500	0.667	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-19	0.786	0.685	0.703	0.617	0.632	0.637	0.464	0.717	0.407	0.789	0.568	0.580	0.593	0.650	0.507	0.375	0.876	0.838	0.811	0.618	0.833	0.500	0.969	0.758	0.333	0.600	0.200	0.238	0.000	0.750	0.750	0.000	0.789	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-20	0.825	0.770	0.788	0.710	0.719	0.642	0.603	0.812	0.440	0.822	0.711	0.615	0.787	0.797	0.618	0.532	0.957	0.917	0.737	0.667	0.811	0.000	0.929	0.625	0.800	0.778	0.333	0.462	0.000	0.844	0.750	0.000	0.889	0.000	0.000	0.667	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-21	0.689	0.571	0.628	0.553	0.545	0.497	0.450	0.626	0.377	0.671	0.495	0.543	0.716	0.586	0.450	0.397	0.926	0.600	0.462	0.608	0.667	1.000	0.912	0.739	0.294	0.625	0.000	0.370	0.000	0.571	0.500	0.000	0.923	0.000	0.000	0.429	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-22	0.620	0.400	0.514	0.421	0.398	0.425	0.309	0.472	0.302	0.478	0.353	0.448	0.379	0.541	0.330	0.255	0.475	0.406	0.667	0.486	0.731	0.000	0.760	0.571	0.409	0.444	0.250	0.308	0.000	0.600	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-23	0.589	0.441	0.517	0.440	0.438	0.453	0.267	0.493	0.276	0.565	0.418	0.434	0.603	0.439	0.458	0.421	0.481	0.493	0.571	0.750	0.851	0.000	0.786	0.778	0.409	0.750	0.905	0.250	0.000	0.000	0.000	0.600	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.647	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-24	0.854	0.630	0.733	0.628	0.626	0.740	0.344	0.809	0.354	0.908	0.541	0.540	0.400	0.738	0.615	0.519	0.949	0.759	0.893	0.865	0.906	0.000	0.632	0.533	0.750	0.400	0.700	0.333	0.000	0.500	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.500	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-25	0.591	0.326	0.423	0.330	0.331	0.419	0.171	0.418	0.268	0.489	0.256	0.339	0.395	0.430	0.297	0.267	0.550	0.453	0.698	0.327	0.607	0.000	0.692	0.647	0.333	0.444	0.333	0.286	0.000	0.500	0.000	0.769	0.750	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-26	0.808	0.678	0.663	0.636	0.632	0.671	0.448	0.752	0.361	0.699	0.612	0.527	0.707	0.571	0.690	0.426	0.790	0.934	0.840	0.519	0.800	0.750	0.857	0.812	0.529	0.833	0.850	0.263	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-27	0.877	0.749	0.723	0.728	0.749	0.640	0.522	0.827	0.443	0.848	0.632	0.595	0.768	0.845	0.829	0.529	0.970	1.000	0.324	0.766	0.818	1.000	1.000	0.750	1.000	0.667	0.333	0.500	0.000	0.750	0.000	0.000	0.719	0.000	0.000	0.750	0.800	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-1-28	0.871	0.777	0.753	0.739	0.749	0.675	0.552	0.823	0.414	0.874	0.650	0.636	0.750	0.846	0.636	0.525	0.692	0.852	0.786	0.556	0.700	0.500	0.857	0.923	0.629	0.786	0.737	0.125	0.000	0.000	0.000	0.917	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
