firefox/57.0 firefox/56.0 firefox/45.0 firefox/58.0 firefox/52.0 firefox/48.0 firefox/55.0 firefox/54.0 firefox/53.0 firefox/47.0 firefox/51.0 firefox/50.0 firefox/49.0 firefox/42.0 firefox/43.0 firefox/38.0 firefox/59.0 firefox/39.0 firefox/40.0 firefox/41.0 firefox/46.0 firefox/44.0 firefox/55.2.2 firefox/37.0 firefox/56.0.2 firefox/34.0 firefox/35.0 firefox/36.0 firefox/52.9 firefox/ firefox/31.0 firefox/33.0 firefox/57.0.4 firefox/30.0 firefox/57.0.2 firefox/29.0 firefox/56.0.3 firefox/32.0 firefox/56.0.1 firefox/51.0.1 firefox/49.0.2 firefox/27.0 firefox/52.0; firefox/28.0 firefox/57.0.1 firefox/54.0.1 firefox/43.0.4 firefox/50.1.0 firefox/55.0.3 firefox/60.0 firefox/35.0.1 firefox/23.0 firefox/24.0 firefox/26.0 firefox/55.0.2 firefox/10.0.2 firefox/52.0.2 firefox/25.0 firefox/33.0.2 firefox/45.9 firefox/57.0.3 firefox/47.0.1 firefox/48.0.2 firefox/50.0.2 firefox/52.1 firefox/52.4.0 firefox/52.5 firefox/22.0 firefox/33.0.1 firefox/36.04 firefox/38.0.5 firefox/46.0.1 firefox/49.0.1 firefox/50.1 firefox/53.0.2 firefox/53.0.3 firefox/55.2.0 firefox/58.0.1 firefox/12.0 firefox/45.9.0esr firefox/52.0.1 firefox/24.7 firefox/37.0.1 firefox/41.0.2 firefox/44.0.1 firefox/52.5.3 firefox/55.0.1 firefox/36.0.4 firefox/38.1.0 firefox/38.8.0 firefox/38.9 firefox/41.0.1 firefox/45.4.0.001 firefox/50.0.1 firefox/52.5.0 firefox/11.0 firefox/17.0 firefox/17.0.1 firefox/21.0 firefox/3.0.10 firefox/3.6.3 firefox/31.9 firefox/37.0.2 firefox/38.0.1 firefox/40.0.2 firefox/40.0.3 firefox/40.1.0 firefox/43.0.3 firefox/44.0.2 firefox/45.0.1 firefox/45.0.2 firefox/5.0 firefox/50.01510500036110 firefox/50.01511803904529 firefox/52.3 firefox/52.4 firefox/52.5.2 firefox/8.0 
2018-1-6 1519 31 985 28 44 10 8 8 4 3 4 2 7 0 6 0 2 2 1 2 0 1 2 2 0 1 1 2 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-7 1608 29 936 23 37 10 9 4 2 5 2 6 4 3 2 3 1 0 0 5 0 1 0 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-8 1811 33 902 25 99 27 11 12 4 17 10 7 6 5 7 3 3 4 4 2 1 1 0 3 1 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-9 3483 52 922 45 156 35 22 21 11 16 12 10 6 10 4 2 1 6 4 3 4 2 1 2 1 1 0 1 0 1 1 2 2 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-10 2711 48 860 33 134 31 12 16 7 8 18 11 10 6 5 5 3 3 4 0 0 2 1 3 1 1 0 0 0 0 0 0 3 0 0 0 0 2 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
2018-1-11 4240 68 707 46 214 53 21 23 19 12 12 16 13 8 9 5 1 6 4 3 3 1 1 6 3 1 2 1 2 2 0 2 5 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-12 3534 52 831 41 174 45 24 17 13 7 10 12 14 5 8 8 2 3 1 3 1 2 1 2 3 1 3 0 1 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-13 3570 59 584 33 108 23 17 20 10 8 4 5 7 7 4 1 3 1 1 0 1 2 1 1 0 1 0 2 0 1 0 2 6 0 0 0 3 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-14 2673 47 421 30 85 25 5 12 7 7 4 6 6 4 7 1 3 1 4 1 1 1 0 0 2 0 2 1 0 1 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-15 2178 37 371 22 107 25 15 12 11 9 7 9 8 2 4 6 1 0 3 2 4 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-16 3406 61 663 35 188 26 12 17 8 18 14 9 7 3 2 4 2 5 4 2 2 0 0 0 0 0 1 1 1 2 1 1 0 1 0 0 5 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-17 3328 55 900 39 153 38 10 21 10 12 12 11 5 10 7 0 1 3 2 3 0 4 0 0 1 1 0 2 2 0 0 0 3 0 0 1 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-18 3027 55 700 28 159 32 14 16 10 12 5 12 4 5 6 2 4 3 3 4 1 2 0 2 0 3 2 1 2 0 0 0 4 0 0 1 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-19 3543 62 689 32 184 48 7 23 15 19 10 13 8 5 6 6 4 4 3 5 1 1 1 2 0 0 3 0 1 0 1 2 6 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-20 3195 36 865 32 99 39 6 18 4 11 9 4 9 4 5 6 2 2 1 1 1 0 0 4 1 0 0 1 0 1 0 2 2 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-21 2984 41 760 24 92 23 16 12 3 9 12 7 6 7 3 2 3 2 2 3 2 1 1 1 0 2 0 0 1 0 0 0 4 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-22 2631 35 641 35 129 26 10 10 6 13 12 7 8 4 4 3 7 2 2 2 1 0 0 1 0 1 1 2 0 0 1 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-23 2615 39 630 104 133 29 13 16 7 6 7 6 9 5 5 7 2 5 3 1 0 1 0 1 1 0 1 1 0 0 0 1 4 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
2018-1-24 1244 36 477 209 87 29 5 11 6 19 5 3 4 1 4 3 2 3 1 0 1 0 0 2 0 1 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-25 1732 41 2 600 107 22 9 7 6 6 10 5 8 4 4 1 21 1 3 1 1 1 0 2 0 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-26 2177 38 12 981 159 25 5 20 8 12 13 10 6 4 2 5 17 1 0 2 0 2 0 2 0 2 1 1 2 0 1 3 1 0 0 0 3 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-27 1414 17 3 675 67 19 7 10 4 7 2 6 4 1 4 2 14 0 3 2 0 1 0 1 1 0 0 0 1 1 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-28 1331 28 1 647 48 18 6 8 2 7 5 4 4 4 3 2 15 1 2 0 0 0 0 1 1 0 1 0 1 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-29 1191 27 12 665 115 25 5 8 7 6 8 9 6 6 4 3 21 5 0 2 1 1 0 0 0 3 0 0 0 0 2 0 1 0 0 1 2 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-30 993 40 4 1598 118 29 7 10 7 14 10 8 7 3 6 5 20 2 4 2 0 1 0 3 0 0 0 2 0 1 0 0 0 0 0 1 3 1 0 0 1 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-31 435 25 14 2008 111 29 19 17 8 14 7 9 11 1 5 5 17 3 4 1 4 1 0 4 0 0 1 0 0 3 0 1 0 1 0 0 1 0 1 0 0 3 0 1 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-1 301 36 6 1812 98 23 7 10 3 5 8 6 7 2 2 3 24 0 2 3 1 1 0 2 2 1 2 1 0 1 0 0 0 1 0 2 1 0 0 1 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-2 176 22 9 1529 91 17 5 6 4 8 4 7 5 2 1 1 17 0 1 0 0 1 0 3 0 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-3 151 21 2 1328 40 17 4 3 1 5 3 6 2 4 2 0 21 0 1 1 0 1 0 0 0 0 0 0 0 3 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
