(set(['Spain']),_set(['Germany'])) (set(['Austria']),_set(['Germany'])) (set(['Germany']),_set(['Spain'])) (set(['Germany']),_set(['Austria'])) (set(['Germany']),_set(['Italy'])) (set(['States',_'United']),_set(['Germany'])) (set(['Italy']),_set(['Germany'])) (set(['Germany']),_set(['Switzerland'])) (set(['Switzerland']),_set(['Germany'])) (set(['Germany']),_set(['Netherlands'])) 
2018-2-20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-21 0 2 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 
2018-2-22 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-23 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-2-24 1 12 5 7 1 6 1 5 0 5 0 5 3 2 1 1 0 1 1 0 
2018-2-25 0 19 8 11 0 11 3 8 1 7 2 5 2 3 1 2 2 0 0 0 
2018-2-26 1 6 4 2 0 2 1 1 0 1 1 0 0 0 0 0 0 0 0 0 
2018-2-27 1 6 1 5 0 5 0 5 0 5 0 5 1 4 0 4 2 2 1 1 
2018-2-28 0 7 2 5 0 5 2 3 1 2 1 1 0 1 1 0 0 0 0 0 
2018-3-1 1 13 4 9 0 9 3 6 0 6 1 5 1 4 1 3 2 1 0 1 
2018-3-2 1 8 2 6 1 5 1 4 0 4 3 1 1 0 0 0 0 0 0 0 
2018-3-3 1 16 3 13 2 11 3 8 0 8 0 8 2 6 1 5 4 1 1 0 
2018-3-4 4 21 5 16 1 15 4 11 1 10 3 7 0 7 2 5 1 4 2 2 
2018-3-5 1 12 1 11 0 11 5 6 0 6 1 5 1 4 4 0 0 0 0 0 
2018-3-6 0 12 2 10 2 8 2 6 0 6 1 5 3 2 2 0 0 0 0 0 
2018-3-7 1 9 4 5 0 5 4 1 0 1 0 1 0 1 0 1 1 0 0 0 
2018-3-8 0 6 1 5 0 5 0 5 0 5 2 3 1 2 0 2 0 2 1 1 
2018-3-9 2 5 2 3 0 3 1 2 0 2 0 2 2 0 0 0 0 0 0 0 
2018-3-10 0 4 0 4 0 4 1 3 0 3 0 3 1 2 0 2 2 0 0 0 
2018-3-11 4 8 4 4 0 4 1 3 0 3 1 2 0 2 1 1 1 0 0 0 
2018-3-12 3 19 3 16 1 15 5 10 1 9 2 7 4 3 1 2 1 1 0 1 
2018-3-13 0 5 1 4 0 4 1 3 0 3 1 2 0 2 1 1 1 0 0 0 
2018-3-14 3 6 2 4 0 4 2 2 1 1 0 1 1 0 0 0 0 0 0 0 
2018-3-15 5 9 4 5 0 5 2 3 0 3 0 3 2 1 1 0 0 0 0 0 
2018-3-16 3 12 4 8 1 7 3 4 0 4 3 1 0 1 1 0 0 0 0 0 
2018-3-17 3 12 1 11 1 10 5 5 0 5 0 5 1 4 2 2 1 1 0 1 
2018-3-18 4 11 0 11 2 9 3 6 4 2 0 2 0 2 0 2 0 2 1 1 
2018-3-19 0 10 0 10 0 10 2 8 1 7 2 5 3 2 1 1 1 0 0 0 
2018-3-20 2 14 7 7 0 7 2 5 0 5 0 5 1 4 1 3 1 2 1 1 
2018-3-21 2 7 1 6 0 6 2 4 1 3 1 2 1 1 0 1 0 1 0 1 
2018-3-22 3 13 2 11 1 10 3 7 1 6 3 3 0 3 1 2 2 0 0 0 
2018-3-23 1 7 1 6 1 5 2 3 0 3 0 3 0 3 0 3 1 2 2 0 
2018-3-24 2 11 3 8 2 6 1 5 0 5 1 4 1 3 1 2 0 2 2 0 
2018-3-25 5 19 8 11 2 9 1 8 0 8 2 6 2 4 0 4 4 0 0 0 
2018-3-26 1 14 3 11 1 10 3 7 2 5 0 5 0 5 0 5 2 3 3 0 
2018-3-27 2 15 3 12 3 9 1 8 2 6 2 4 0 4 1 3 1 2 1 1 
2018-3-28 2 9 1 8 1 7 1 6 1 5 2 3 1 2 0 2 2 0 0 0 
2018-3-29 3 17 3 14 3 11 4 7 0 7 0 7 0 7 3 4 3 1 0 1 
2018-3-30 0 14 2 12 1 11 5 6 2 4 1 3 1 2 1 1 1 0 0 0 
2018-3-31 4 13 3 10 0 10 1 9 3 6 1 5 1 4 0 4 1 3 1 2 
2018-4-1 1 13 1 12 1 11 3 8 0 8 2 6 2 4 1 3 0 3 3 0 
