Browser 2_Crosswalk 3_Chrome 4_SeaMonkey 5_Maxthon 6_AppEngine-Google 7_Firefox_Mobile 8_Other 9_Apple_Mail 10_QQ_Browser 11_Android 12_QQ_Browser_Mobile 13_BlackBerry_WebKit 14_Mobile_Safari_UI/WKWebView 15_Mobile_Safari 16_Mail.ru_Chromium_Browser 17_Samsung_Internet 18_Chrome_Mobile_WebView 19_Electron 20_Facebook 21_Sogou_Explorer 22_Safari 23_IE_Mobile 24_Pale_Moon 25_Netscape 26_Chrome_Mobile_iOS 27_Konqueror 28_Amazon_Silk 29_UC_Browser 30_Opera 31_HeadlessChrome 32_Thunderbird 33_Chrome_Mobile 34_Dragon 35_Edge_Mobile 36_Opera_Mobile 37_Puffin 38_Edge 39_Iron 40_IE 41_MobileIron 42_Vivaldi 43_Firefox 44_Yandex_Browser 45_Coc_Coc 46_Seznam_prohle 47_Opera_Neon 48_Firefox_iOS 49_ThunderBrowse 50_Chromium 51_QupZilla 
2017-11-21 0 2.60869565217 0 0 0 0 0 0 0 0 0 0 0 4.54545454545 0 0 0 0 0 0 33.3333333333 0 0 0 0 0 0 0 0 0 0 3.84615384615 0 0 0 0 0 0 0 0 0 9.09090909091 0 0 0 0 0 0 0 0 
2017-11-22 0 12.1912350598 0 15.3846153846 0 1.91082802548 0 0 0 0 0 50.0 16.6666666667 6.31170662906 0 4.80863591757 1.96078431373 0 20.0 0 31.2684365782 0 0 0 33.3333333333 0 0 50.0 7.38636363636 0 0 7.77777777778 0 7.69230769231 5.26315789474 0 2.24403927069 0 2.85285285285 0 16.6666666667 7.34463276836 0 16.6666666667 0 0 0 0 22.2222222222 0 
2017-11-23 0 9.26630434783 0 0 0 4.77815699659 0 0 0 2.5641025641 0 0 7.14285714286 6.63430420712 0 6.40841702535 8.51063829787 0 0 25.0 16.1698956781 0 0 0 25.0 0 11.6279069767 0 6.02409638554 0 0 7.62155059133 0 14.2857142857 7.5 0 3.52480417755 0 2.64072272411 0 6.25 5.52380952381 5.88235294118 0 0 0 0 0 9.09090909091 0 
2017-11-24 0 5.84379615953 17.6470588235 8.0 0 8.28157349896 25.0 0 0 6.06060606061 0 16.6666666667 5.26315789474 7.89400018662 0 6.82205798749 6.08108108108 0 14.2857142857 0 12.6582278481 8.69565217391 0 0 7.14285714286 0 5.6338028169 0 8.02469135802 0 0 7.78909526663 0 9.25925925926 8.47457627119 0 3.26797385621 0 3.24786324786 0 13.6363636364 5.28908999497 10.0 0 0 0 0 0 3.0303030303 0 
2017-11-25 0 2.73464131505 4.7619047619 6.66666666667 0 5.07246376812 0 0 0 4.41988950276 0 0 3.84615384615 5.17193566278 0 4.03346921262 5.29100529101 0 14.8148148148 0 8.40058694057 5.88235294118 0 0 0 0 4.16666666667 33.3333333333 3.67892976589 0 0 5.26236429433 0 4.22535211268 5.88235294118 0 2.06677265501 0 2.13371266003 0 6.25 3.30387707985 5.12820512821 3.84615384615 0 0 0 0 7.5 0 
2017-11-26 0 2.58230711234 4.34782608696 5.40540540541 0 5.64430244941 14.2857142857 0 0 4.13223140496 0 0 6.66666666667 5.40342809365 0 4.88431876607 6.27177700348 0 3.44827586207 0 7.80388743835 8.51063829787 0 0 4.54545454545 0 0.813008130081 0 3.60480640854 0 0 6.03837471783 0 3.40909090909 5.1724137931 0 1.73889780631 0 1.73720783323 0 0 3.33969465649 4.25531914894 0 100.0 0 0 0 0 0 
2017-11-27 0 4.09781890284 7.40740740741 4.54545454545 0 4.3204320432 0 0 0 3.48432055749 0 7.14285714286 0 4.42778390298 0 3.89803075263 3.97727272727 0 0 0 7.0752484619 3.38983050847 0 0 14.2857142857 0 1.42857142857 10.0 3.73134328358 0 0 4.8743335872 0 3.80952380952 3.54609929078 0 2.48624862486 5.55555555556 2.14761787213 50.0 0 3.83963862225 3.50877192982 0 0 0 0 0 1.72413793103 0 
2017-11-28 0 4.54056380461 3.33333333333 2.0 0 4.05932864949 0 0 33.3333333333 5.21739130435 0 12.5 0 4.36432637571 0 4.82815057283 4.81012658228 0 0 0 6.43015521064 8.21917808219 0 0 10.8108108108 0 1.33333333333 9.09090909091 4.35967302452 0 0 5.0541814873 0 2.63157894737 2.5641025641 0 2.98365640441 0 3.12241521919 0 9.43396226415 3.90859361214 1.40845070423 0 0 0 0 0 4.41176470588 0 
2017-11-29 0 5.5997586636 3.22580645161 3.77358490566 0 4.75852272727 0 0 0 3.71352785146 0 0 6.97674418605 3.70264678605 0 3.76627569138 3.97196261682 0 0 0 6.18260244428 2.40963855422 0 25.0 6.97674418605 0 1.91082802548 0 5.32258064516 0 0 4.43755669791 0 5.69105691057 4.06976744186 0 4.07255304586 8.69565217391 4.89020114412 0 5.26315789474 5.00352636941 9.41176470588 8.62068965517 33.3333333333 0 0 0 7.69230769231 0 
2017-11-30 0 3.99772894262 0 4.61538461538 0 4.22712933754 0 0 0 4.40835266821 0 5.55555555556 4.08163265306 3.83835824677 0 4.12077478162 3.03643724696 0 0 0 5.4883868915 5.37634408602 0 0 4.16666666667 0 3.50877192982 0 3.44827586207 0 0 4.22582150237 0 4.1095890411 3.48258706468 0 3.35426558432 7.40740740741 3.52007932573 0 6.94444444444 3.63668061367 3.0303030303 0 0 0 16.6666666667 0 5.68181818182 0 
2017-12-1 0 3.31323485077 4.87804878049 8.45070422535 0 4.7619047619 16.6666666667 0 0 3.9501039501 0 5.0 5.66037735849 3.6709721278 0 4.05416771806 3.73665480427 0 0 0 4.79550691244 3.88349514563 0 0 3.7037037037 0 6.18556701031 0 3.1190324634 0 0 3.9992879606 0 3.50877192982 3.61990950226 0 3.24949014276 0 3.1526222746 0 4.6511627907 3.66317351386 4.67289719626 4.41176470588 20.0 0 0 0 3.92156862745 0 
2017-12-2 0 1.79096921178 2.43902439024 1.5873015873 0 3.23607427056 7.69230769231 0 0 3.14465408805 0 4.54545454545 6.0 3.05028622741 0 3.06300323732 2.85204991087 0 0 0 3.20617485528 4.5871559633 0 0 1.96078431373 0 2.13903743316 0 2.13454075032 0 0 3.49111032615 0 5.52486187845 0.884955752212 0 1.97085357391 3.33333333333 1.71726464275 0 1.12359550562 2.26418669277 2.83018867925 0 16.6666666667 0 14.2857142857 0 1.02040816327 0 
2017-12-3 0 2.1767766581 2.5641025641 4.54545454545 0 4.39289239882 13.3333333333 25.0 0 4.55486542443 0 0 4.0 4.67881112176 0 3.98805198999 4.40677966102 0 0 0 4.78890049232 7.5 0 0 2.12765957447 0 2.16216216216 5.55555555556 3.10478654592 0 0 4.67310972143 0 5.05617977528 4.95867768595 0 2.49362425616 2.85714285714 2.32297340596 0 4.44444444444 3.01639551814 1.88679245283 1.5873015873 14.2857142857 0 0 0 3.26086956522 0 
2017-12-4 0 3.63379726891 3.125 4.34782608696 0 4.03892944039 0 0 0 3.96659707724 0 8.69565217391 5.76923076923 3.07696719431 0 3.31409727947 3.34448160535 0 0 0 4.50106805005 4.6875 0 0 9.25925925926 0 2.42424242424 10.0 3.39743589744 0 0 3.64984647471 0 4.0 3.57142857143 0 2.90149426955 2.5641025641 3.52101249392 0 3.2967032967 3.60937549558 5.0 1.47058823529 12.5 0 11.1111111111 0 4.34782608696 0 
2017-12-5 0 4.10469773652 6.25 2.81690140845 0 5.53470919325 6.66666666667 0 0 6.48330058939 0 4.7619047619 6.0 5.01828410689 0 4.83369227088 3.7558685446 50.0 2.77777777778 0 5.95732068761 6.47482014388 0 0 1.81818181818 0 4.375 9.52380952381 3.79975874548 0 0 5.47899347207 0 7.18232044199 5.03875968992 0 3.86073283729 2.38095238095 4.01141826923 0 9.375 4.2628079781 0.961538461538 1.49253731343 0 0 0 0 4.12371134021 0 
2017-12-6 0 3.21943811693 0 1.49253731343 0 6.20083294771 12.5 0 0 4.70588235294 0 13.6363636364 4.0 4.57489995106 0 4.24566520823 4.70016207455 0 0 0 5.16907492924 2.1897810219 12.5 0 1.75438596491 0 5.29801324503 0 3.45635618043 0 0 5.00592584232 0 5.4347826087 3.2 0 2.76395798784 0 2.70691609977 0 5.10204081633 3.39445730224 2.85714285714 1.61290322581 11.1111111111 0 0 0 2.94117647059 0 
2017-12-7 0 2.37778200495 2.85714285714 1.5873015873 0 3.7539574853 6.66666666667 0 0 2.91262135922 0 0 7.8431372549 2.99071539102 0 3.60845783329 3.91517128874 0 0 0 3.602192639 5.55555555556 11.1111111111 0 0 0 2.72108843537 0 1.9536019536 0 0 4.05504898907 0 7.48663101604 1.64609053498 0 1.82661641055 2.38095238095 1.51194436045 0 2.0202020202 2.50231696015 2.0 1.66666666667 0 0 0 0 1.02040816327 0 
2017-12-8 0 3.23673680134 7.89473684211 1.6393442623 0 5.02361528553 7.14285714286 0 0 4.85436893204 0 8.69565217391 5.45454545455 4.68676951847 0 4.75102426725 4.31432973806 0 0 0 5.16326202348 1.3698630137 0 0 2.12765957447 0 2.5974025974 4.54545454545 3.46268656716 0 12.5 5.41718894763 25.0 7.69230769231 2.734375 7.14285714286 3.1528937518 2.27272727273 3.03399908523 0 3.80952380952 3.64317019722 3.1914893617 1.72413793103 0 0 8.33333333333 0 3.0612244898 0 
2017-12-9 0 2.26250374863 0 1.49253731343 0 5.15920999597 0 0 0 4.77941176471 0 8.33333333333 0 5.01089925775 0 4.64499004645 5.36723163842 0 0 10.0 4.58462038693 4.51612903226 0 0 4.44444444444 0 4.29447852761 10.7142857143 2.91205591147 0 11.1111111111 5.33524121014 0 4.44444444444 5.05415162455 0 3.19330116378 0 2.27730441518 0 5.21739130435 3.06110139333 1.0989010989 0 0 0 0 0 1.12359550562 0 
2017-12-10 0 2.23338916806 7.14285714286 3.38983050847 0 3.90413606494 13.3333333333 0 0 3.29067641682 0 8.33333333333 7.54716981132 3.85887541345 0 3.70424066691 4.20168067227 0 3.84615384615 0 3.95671288468 2.46913580247 0 0 2.32558139535 0 3.59281437126 9.67741935484 2.89443813848 0 0 4.42942942943 28.5714285714 3.58744394619 3.81944444444 7.14285714286 2.3449863329 0 2.34599425471 0 2.80373831776 2.709277222 1.12359550562 4.16666666667 0 0 0 0 2.35294117647 0 
2017-12-11 0 4.27779880924 0 0 0 5.11278195489 0 0 0 4.96453900709 0 4.0 6.89655172414 3.95990527069 0 3.90134852528 4.04463040446 0 0 0 6.33567368773 2.40963855422 7.69230769231 0 4.7619047619 0 1.875 6.25 3.15964523282 0 0 4.69986726316 12.5 1.84331797235 5.59210526316 7.14285714286 3.29543819255 5.35714285714 3.98169336384 0 4.90196078431 4.1893378527 2.17391304348 2.17391304348 0 0 0 0 4.54545454545 0 
2017-12-12 0 2.81473899693 0 1.88679245283 0 2.69763956538 0 0 0 2.45183887916 0 0 1.66666666667 2.55599104143 0 2.62068965517 3.12075983718 0 0 0 3.89241563649 1.26582278481 7.69230769231 0 2.38095238095 0 1.25786163522 5.71428571429 1.73378076063 0 0 3.43429408891 0 1.94174757282 3.2154340836 7.14285714286 1.70013190679 1.69491525424 1.86775116734 0 2.04081632653 2.25357982793 2.17391304348 0 0 0 0 0 4.12371134021 0 
2017-12-13 0 3.50483714391 2.43902439024 2.12765957447 0 3.90595373531 6.66666666667 0 0 3.97236614853 0 4.16666666667 3.63636363636 3.03355471129 0 3.27761150449 2.77008310249 0 0 0 4.92025788938 0.680272108844 0 0 4.54545454545 0 0.671140939597 8.10810810811 1.95530726257 0 0 3.81619169707 0 0.980392156863 5.16129032258 0 2.25238663484 1.78571428571 2.07444460792 0 3.09278350515 2.69239933286 3.0303030303 2.22222222222 0 0 7.14285714286 0 1.03092783505 0 
2017-12-14 0 2.30747147061 0 0 0 2.45492903721 0 0 0 1.79533213645 0 4.16666666667 0 1.81161600963 0 2.15472093371 2.68361581921 0 0 0 2.50909090909 1.42857142857 0 0 0 0 0.671140939597 2.94117647059 1.29564193168 0 7.69230769231 3.00958275105 0 0.507614213198 2.29508196721 0 1.07699726732 0 1.00542610916 0 3.22580645161 1.6247778624 0 5.12820512821 0 0 5.88235294118 0 5.26315789474 0 
2017-12-15 0 1.46891276042 0 0 0 0.714886459209 7.69230769231 0 0 1.40562248996 0 0 0 1.32450331126 0 1.00320697311 1.70015455951 0 0 0 1.58566721582 1.5873015873 0 0 2.94117647059 0 0.751879699248 3.0303030303 0.843060959792 0 0 1.48176499535 0 2.20994475138 1.06761565836 0 0.898423175651 0 0.536639526277 0 1.26582278481 1.06284328411 1.14942528736 0 0 0 0 0 1.14942528736 0 
2017-12-16 0 3.27096689781 0 7.31707317073 0 5.78105781058 0 0 0 6.1876247505 0 4.0 0 4.73694887747 0 4.61538461538 4.90045941807 0 0 0 5.25178301275 3.75939849624 0 0 6.06060606061 0 2.89855072464 0 2.5152957172 0 0 6.3368656478 0 1.70454545455 6.73076923077 0 2.94396961064 5.76923076923 2.15741110667 0 7.59493670886 3.10436177755 3.57142857143 0 0 0 5.26315789474 0 1.20481927711 0 
2017-12-17 0 1.68129673494 2.22222222222 0 0 4.02414486922 0 0 0 2.08333333333 0 11.1111111111 0 2.3275862069 0 2.16839865805 2.78637770898 0 0 0 2.87395338312 0.819672131148 0 0 0 0 3.67647058824 0 1.2729844413 0 0 3.51394849785 0 1.20481927711 2.76923076923 0 1.48544266191 0 1.07959356478 0 2.5641025641 1.68358023251 0 2.94117647059 0 0 0 0 6.17283950617 0 
2017-12-18 0 5.36189209726 2.22222222222 5.26315789474 0 4.47154471545 7.69230769231 0 0 3.60169491525 0 3.84615384615 4.7619047619 3.67408688135 0 3.38032953966 4.16 0 0 0 6.17198335645 0.862068965517 0 0 16.2162162162 0 2.32558139535 0 3.22580645161 0 0 4.98985578768 0 3.92156862745 2.39520958084 0 3.16864707109 0 3.52187833511 0 4.1095890411 3.98537624041 0 0 0 0 0 0 1.2987012987 0 
2017-12-19 0 5.74670402866 4.34782608696 2.5641025641 0 5.41632983023 8.33333333333 0 0 4.4776119403 0 4.0 10.6382978723 5.39406763931 0 4.23113908558 5.40098199673 0 0 0 7.37179487179 5.35714285714 0 0 5.26315789474 0 1.57480314961 3.33333333333 3.49182763744 0 14.2857142857 5.92907175556 7.69230769231 2.7397260274 3.57142857143 0 4.00678397286 2.08333333333 4.06800242866 0 7.57575757576 4.38814838606 2.5641025641 2.5 0 0 0 0 2.35294117647 0 
2017-12-20 0 5.85340585341 8.51063829787 2.38095238095 0 4.90275526742 0 0 0 3.34075723831 0 12.0 11.7647058824 6.99396698096 0 4.82191301304 6.1320754717 0 0 0 9.46872322194 8.03571428571 0 0 14.2857142857 0 5.88235294118 0 6.49819494585 0 0 6.46771568095 0 4.92957746479 3.05810397554 0 5.70123162495 4.0 5.19911504425 0 9.23076923077 5.20081793279 2.81690140845 2.63157894737 0 0 5.26315789474 0 2.17391304348 0 
2017-12-21 0 5.300053581 6.0 2.32558139535 0 3.9026437264 0 20.0 0 3.28638497653 0 0 6.25 5.48975845063 0 4.12599822538 3.17965023847 0 0 0 7.4009196409 3.63636363636 7.14285714286 11.1111111111 4.87804878049 0 3.54609929078 0 5.42577241899 0 0 5.24346600152 7.69230769231 4.96453900709 3.95136778116 0 4.12223133716 2.22222222222 3.54749704375 0 3.27868852459 4.21069744757 4.4776119403 5.26315789474 0 0 5.0 0 3.61445783133 0 
2017-12-22 0 4.98430310068 2.12765957447 2.5 0 3.89233954451 0 0 0 4.08163265306 33.3333333333 4.34782608696 2.27272727273 6.4338722502 0 4.33845092289 3.68 0 0 0 7.77341327269 7.43801652893 0 0 6.97674418605 33.3333333333 5.22875816993 0 5.83573487032 0 0 5.24378057119 0 8.38709677419 3.9755351682 0 4.65423026192 0 3.74291115312 0 3.07692307692 4.61526587945 5.47945205479 2.77777777778 0 0 10.0 0 4.0 0 
