Browser Chrome Vivaldi Chrome_Mobile_WebView SeaMonkey Epiphany Maxthon AppEngine-Google Firefox_Mobile Other Apple_Mail QQ_Browser Android Crosswalk BlackBerry_WebKit Mobile_Safari_UI/WKWebView Mobile_Safari Samsung_Internet Amazon_Silk Electron Facebook Sogou_Explorer Safari IE_Mobile Pale_Moon Netscape Chrome_Mobile_iOS Iceweasel QQ_Browser_Mobile Konqueror Nokia_Browser UC_Browser Opera HeadlessChrome Thunderbird Chrome_Mobile Dragon Edge_Mobile Opera_Mobile Puffin Edge Iron Avant IE MobileIron Mail.ru_Chromium_Browser Firefox Yandex_Browser Coc_Coc Seznam_prohle Opera_Neon Firefox_iOS ThunderBrowse Chromium QupZilla 
2018-7-14 1 0 10 0 0 0 0 4 0 0 0 0 0 0 0 4 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 
2018-7-15 2 0 11 0 0 0 0 2 0 0 0 0 0 0 0 1 14 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 46 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 
2018-7-16 2 0 5 0 0 0 0 1 0 0 0 0 0 0 0 1 15 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 27 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 
2018-7-17 1 0 6 0 0 0 0 2 0 0 0 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 20 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 
2018-7-18 0 0 12 0 0 0 0 1 0 0 0 1 0 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 1 21 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 
2018-7-19 2 0 16 0 0 0 0 1 0 0 0 0 0 0 0 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 
2018-7-20 1 0 13 0 0 0 0 2 0 0 0 0 0 0 0 0 9 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 
2018-7-21 1 0 7 1 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 
2018-7-22 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 17 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 
2018-7-23 1 0 15 1 0 0 0 1 1 0 0 0 0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 
2018-7-24 0 0 26 0 0 0 0 3 0 0 0 1 0 0 0 0 10 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 15 0 0 0 0 1 0 0 0 0 0 67 0 0 0 0 0 0 0 0 
2018-7-25 0 0 21 0 0 0 0 1 0 0 0 1 0 0 0 0 5 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 9 0 0 0 0 0 0 0 0 0 0 64 0 0 0 0 0 0 0 0 
2018-7-26 1 0 20 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 12 0 0 0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 
2018-7-27 2 0 18 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 14 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 
2018-7-28 2 0 13 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 11 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 
2018-7-29 2 0 14 0 0 0 0 0 0 0 0 1 0 0 0 1 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 
2018-7-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-7-31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
