0 0.0636456537012
1 0.0246192939717
2 0.0209924360624
3 0.0178012573107
4 0.0165877425889
5 0.0148678363854
6 0.0146534183706
7 0.0142861704943
8 0.0124476500698
9 0.0112158870063
10 0.0097765490561
11 0.00895537368042
12 0.00880938694696
13 0.00910136041387
14 0.00769851914707
15 0.00711229117054
16 0.00666292575662
17 0.00596492668729
18 0.00540835226599
19 0.00495670580936
20 0.00503654230422
21 0.00475141196544
22 0.00409447166489
23 0.0041423735618
24 0.00406938019507
25 0.00451874560899
26 0.00473772570918
27 0.00493389538226
28 0.00407850436592
29 0.00337594321116
30 0.00293342092537
31 0.00218523891641
32 0.00213277493408
33 0.00191835691931
34 0.00192976213287
35 0.00177237018586
36 0.00155567112839
37 0.000853109973631
38 0.000497267310833
39 0.00037637204719
40 0.00018704550224
41 0.000218980100183
42 0.000225823228314
43 0.000264600954388
44 0.000253195740837
45 0.000264600954388
