opr/ safari chrome trident other samsungbrowser firefox 1 15.3025836657 51.4861919559 11.8425401737 36.9812448629 54.5313710302 4.33095803642 11.9296923119 
2 16.6204265649 53.9902840387 12.7089560111 39.1436897557 56.0805577072 5.19002375297 13.3150700043 
3 17.6174787585 55.6735086875 13.3236049088 40.6844504222 58.0170410534 5.68487727633 14.350655917 
4 18.267730189 56.8101886297 13.782833433 41.7992976164 58.4817970565 6.09659540776 15.1182673126 
5 18.9353216577 57.7851109458 14.1879109673 42.7617126205 58.7916343919 6.45288994458 15.7764825931 
6 19.5075429166 58.5450566764 14.5747037519 43.6060673989 59.0240123935 6.71021377672 16.3574770866 
7 20.0537541183 59.2288502779 14.9294982243 44.4190390794 59.256390395 6.92596991291 16.9219242685 
8 20.487255072 59.8233620727 15.2498329758 45.1229171337 59.5662277304 7.13578780681 17.4450031716 
9 20.8600658921 60.3163376953 15.5054678435 45.7042516626 60.2633617351 7.32383214568 17.8425982956 
10 21.3022368649 60.7608210425 15.7340272161 46.1764925652 60.4957397366 7.50197941409 18.2025023212 
11 21.5710074562 61.1643397961 15.9239073104 46.599417171 61.1154144074 7.64053840063 18.5141433549 
12 21.7617478758 61.4976585409 16.0888216885 46.9580811477 61.7350890782 7.76326207443 18.7899318802 
13 21.9611583145 61.7921134404 16.2597137733 47.28237316 61.8900077459 7.91171813143 19.0579063974 
14 22.1865788105 62.0792157206 16.4270895601 47.6290816708 62.0449264136 8.02256532067 19.3120914882 
15 22.3773192301 62.3451354545 16.58883927 47.9204961518 62.1998450813 8.12945368171 19.5557046856 
16 22.5767296688 62.5676397217 16.7330074897 48.1715609355 62.2773044152 8.21852731591 19.7450794731 
17 22.7241199931 62.7824412447 16.8581877 48.4375700516 62.5871417506 8.30958036421 19.9257209572 
18 22.8628402982 62.9795614688 16.9809065016 48.6751849361 62.7420604183 8.4026128266 20.1201518675 
19 23.0795907751 63.1621515165 17.0870987025 48.8634835239 62.8195197521 8.47980997625 20.293438991 
20 23.2269810994 63.322158519 17.2038397975 49.0472988119 62.896979086 8.54513064133 20.4566138685 
21 23.4263915381 63.4903934527 17.321284152 49.2191586341 62.896979086 8.60649247823 20.6128940329 
22 23.5911219005 63.6509256423 17.4285312423 49.4194126877 63.0518977537 8.67775138559 20.7751496153 
23 23.6864921103 63.8030548383 17.5181968424 49.5867892102 63.2842757552 8.75296912114 20.9089070501 
24 23.8252124155 63.9413541074 17.6057526636 49.7347381006 63.4391944229 8.80443388757 21.0394469521 
25 23.9726027397 64.0896319314 17.6940117444 49.8796981245 63.5941130906 8.87569279493 21.175042977 
26 24.1546731403 64.2312573854 17.772073561 50.0201748487 63.6715724245 8.9449722882 21.2973092233 
27 24.2153632738 64.3662304696 17.8585744928 50.2084734364 63.8264910922 9.02019002375 21.4365824286 
28 24.3714236171 64.5048798635 17.9521080207 50.3758499589 63.9814097599 9.07165479018 21.5565504371 
29 24.5188139414 64.6235721476 18.0326312458 50.5372487484 64.0588690937 9.15083135392 21.6921464621 
30 24.588174094 64.7235327585 18.1106930623 50.6642755735 64.0588690937 9.20625494854 21.8006232821 
31 24.7008843419 64.8210424964 18.1887548789 50.7733691997 64.0588690937 9.2458432304 21.9072615119 
32 24.7875845327 64.9225786687 18.2713878828 50.8645296271 64.0588690937 9.2775138559 22.0102225613 
33 24.8916247616 65.0218390302 18.3448785119 50.9616677875 64.2137877614 9.35471100554 22.1085871354 
34 25.0130050286 65.1167228325 18.4180175112 51.0707614137 64.2912470953 9.41211401425 22.2078710045 
35 25.0736951621 65.2170335682 18.4830690249 51.2097437047 64.446165763 9.46951702296 22.321863595 
36 25.1864054101 65.3124425577 18.554801505 51.3023985653 64.6010844307 9.50712589074 22.4298807674 
37 25.2817756199 65.3889448116 18.6216111678 51.3875812598 64.6010844307 9.56254948535 22.5167541529 
38 25.411825906 65.4622959429 18.68947572 51.4727639543 64.6010844307 9.60411718131 22.5935152925 
39 25.524536154 65.5344216377 18.7387038925 51.5549577823 64.6785437645 9.63578780681 22.6725746697 
40 25.5332061731 65.600595212 18.7893385843 51.6117462452 64.6785437645 9.67339667458 22.7502551044 
41 25.5852262875 65.6669438487 18.8410281655 51.6999178062 64.7560030984 9.71298495645 22.821960121 
42 25.6199063638 65.7334675478 18.8948275256 51.800044833 64.7560030984 9.74861441013 22.9115913917 
43 25.6979365355 65.7987658103 18.9500334048 51.8792497945 64.7560030984 9.77632620744 22.9878928837 
44 25.7499566499 65.8570615782 19.0034811351 51.9599491893 64.8334624322 9.8198733175 23.0586786052 
45 25.7933067453 65.9087049761 19.0544674567 52.0286931181 64.9883810999 9.85550277118 23.1234889087 
46 25.8279868216 65.9636745591 19.0959597736 52.0839871479 64.9883810999 9.88717339667 23.1804852039 
47 25.8713369169 66.0168935183 19.1399134991 52.148247777 64.9883810999 9.91290577989 23.2393200894 
48 25.8886769551 66.0639852948 19.1824607054 52.2125084062 64.9883810999 9.9406175772 23.2880427288 
49 25.9146870123 66.1138780691 19.2288758395 52.2961966674 64.9883810999 9.97228820269 23.3404425487 
50 25.9580371077 66.1541424132 19.2777523823 52.3455129642 64.9883810999 9.99406175772 23.3923827209 
51 26.0100572221 66.1921309466 19.3104539541 52.3978181275 64.9883810999 10.0158353127 23.4434035981 
52 26.0447372984 66.2280187317 19.3498364921 52.4366733916 64.9883810999 10.0395882819 23.4948841229 
53 26.0880873938 66.2570790844 19.3832413235 52.4785175222 64.9883810999 10.0712589074 23.5270594508 
54 26.1574475464 66.2929668694 19.4173494145 52.5143839199 64.9883810999 10.0870942201 23.5647505493 
55 26.2007976418 66.3211519104 19.456028693 52.5442725846 64.9883810999 10.1128266033 23.5960065822 
56 26.2094676608 66.3514376997 19.4950596013 52.5950833147 64.9883810999 10.1207442597 23.6428906315 
57 26.2441477371 66.3790975535 19.5249481346 52.6219831129 64.9883810999 10.1306413302 23.6828799676 
58 26.2528177562 66.3976541643 19.5516719997 52.6593439438 64.9883810999 10.1464766429 23.7150552956 
59 26.2701577943 66.4219878332 19.5748795668 52.6787715759 64.9883810999 10.1642913698 23.7389569678 
60 26.3135078897 66.4417698805 19.5956257252 52.6996936412 64.9883810999 10.1722090261 23.7614796974 
61 26.3308479279 66.4603264913 19.6156686241 52.723604573 64.9883810999 10.1741884402 23.7830831319 
62 26.3395179469 66.4778327279 19.6364147825 52.7400433386 65.0658404338 10.1801266825 23.8023883286 
63 26.3655280042 66.4958641516 19.6592707198 52.774415303 65.0658404338 10.1920031671 23.8239917631 
64 26.3828680423 66.5121449516 19.675094061 52.7908540686 65.1432997676 10.1939825812 23.8432969599 
65 26.3915380614 66.5261499409 19.6933788108 52.8087872674 65.1432997676 10.2058590657 23.8658196895 
66 26.4175481186 66.5417304915 19.7095537818 52.831203766 65.1432997676 10.2058590657 23.8837459436 
67 26.4348881568 66.5548601689 19.7215091951 52.8461480983 65.1432997676 10.2177355503 23.8998336076 
68 26.4435581758 66.5662392227 19.7310031998 52.8595979975 65.1432997676 10.2236737926 23.9182195093 
69 26.4435581758 66.5751674034 19.7436618728 52.8790256295 65.1432997676 10.2276326207 23.9269528126 
70 26.460898214 66.5849708959 19.7517493583 52.8894866622 65.1432997676 10.2355502771 23.9389036487 
71 26.460898214 66.5881220185 19.7615949928 52.8954643951 65.1432997676 10.2434679335 23.9490158946 
72 26.460898214 66.5909230163 19.7654629206 52.8984532616 65.1432997676 10.2454473476 23.952693075 
73 26.460898214 66.5923235153 19.7661661802 52.8984532616 65.1432997676 10.2454473476 23.9540720176 
74 26.460898214 66.5924985776 19.7661661802 52.8984532616 65.1432997676 10.2454473476 23.9549913127 
75 26.460898214 66.5924985776 19.7661661802 52.8984532616 65.1432997676 10.2454473476 23.9549913127 
76 26.460898214 66.5924985776 19.7661661802 52.8984532616 65.1432997676 10.2454473476 23.9549913127 
77 26.460898214 66.5924985776 19.7661661802 52.8984532616 65.1432997676 10.2454473476 23.9549913127 
