new-user return-user
2017-11-21 1.0 0.0
2017-11-22 0.996182477572 0.00381752242794
2017-11-23 0.886122147279 0.113877852721
2017-11-24 0.817643027053 0.182356972947
2017-11-25 0.801677588467 0.198322411533
2017-11-26 0.773406460529 0.226593539471
2017-11-27 0.731998476061 0.268001523939
2017-11-28 0.693269512553 0.306730487447
2017-11-29 0.665691829647 0.334308170353
2017-11-30 0.720017112706 0.279982887294
2017-12-1 0.689728296885 0.310271703115
2017-12-2 0.672574685288 0.327425314712
2017-12-3 0.621269025499 0.378730974501
2017-12-4 0.656722001403 0.343277998597
2017-12-5 0.606168806503 0.393831193497
2017-12-6 0.573879928315 0.426120071685
2017-12-7 0.54894162925 0.45105837075
2017-12-8 0.578379326986 0.421620673014
2017-12-9 0.549868382568 0.450131617432
2017-12-10 0.572676686255 0.427323313745
2017-12-11 0.592801472604 0.407198527396
2017-12-12 0.618872184919 0.381127815081
2017-12-13 0.617319292506 0.382680707494
2017-12-14 0.577085391039 0.422914608961
2017-12-15 0.566854990584 0.433145009416
2017-12-16 0.624630592072 0.375369407928
2017-12-17 0.614961078413 0.385038921587
2017-12-18 0.584216131383 0.415783868617
2017-12-19 0.583512477802 0.416487522198
2017-12-20 0.573067915691 0.426932084309
2017-12-21 0.604611289085 0.395388710915
2017-12-22 0.609685173697 0.390314826303
2017-12-23 0.587128866781 0.412871133219
2017-12-24 0.564892344498 0.435107655502
2017-12-25 0.582222222222 0.417777777778
2017-12-26 0.579802056308 0.420197943692
2017-12-27 0.614155251142 0.385844748858
2017-12-28 0.596846938361 0.403153061639
2017-12-29 0.546296743064 0.453703256936
2017-12-30 0.593082656394 0.406917343606
2017-12-31 0.585116026106 0.414883973894
2018-1-1 0.560975609756 0.439024390244
2018-1-2 0.0 0.0
2018-1-3 0.0 0.0
2018-1-4 0.0 0.0
2018-1-5 0.0 0.0
2018-1-6 0.6515973478 0.3484026522
2018-1-7 0.661150737042 0.338849262958
2018-1-8 0.649785172319 0.350214827681
2018-1-9 0.634191791294 0.365808208706
2018-1-10 0.607377768033 0.392622231967
2018-1-11 0.582928963487 0.417071036513
2018-1-12 0.579862845724 0.420137154276
2018-1-13 0.541628060887 0.458371939113
2018-1-14 0.532045966118 0.467954033882
2018-1-15 0.494532385104 0.505467614896
2018-1-16 0.515697883028 0.484302116972
2018-1-17 0.522809320643 0.477190679357
2018-1-18 0.554333149972 0.445666850028
2018-1-19 0.54536645525 0.45463354475
2018-1-20 0.562055591467 0.437944408533
2018-1-21 0.539667854004 0.460332145996
2018-1-22 0.48759030529 0.51240969471
2018-1-23 0.445791836524 0.554208163476
2018-1-24 0.485245260895 0.514754739105
2018-1-25 0.483194176836 0.516805823164
2018-1-26 0.475914541973 0.524085458027
2018-1-27 0.434904729371 0.565095270629
2018-1-28 0.54881244189 0.45118755811
2018-1-29 0.530477614566 0.469522385434
2018-1-30 0.54380831447 0.45619168553
2018-1-31 0.485432246485 0.514567753515
2018-2-1 0.491082368958 0.508917631042
2018-2-2 0.462813290881 0.537186709119
2018-2-3 0.46698459281 0.53301540719
2018-2-4 0.47646142383 0.52353857617
2018-2-5 0.456790123457 0.543209876543
2018-2-6 0.483656234476 0.516343765524
2018-2-7 0.474055879644 0.525944120356
2018-2-8 0.461964586012 0.538035413988
2018-2-9 0.454236215489 0.545763784511
2018-2-10 0.475040257649 0.524959742351
2018-2-11 0.490170380079 0.509829619921
2018-2-12 0.460987074031 0.539012925969
2018-2-13 0.462267839687 0.537732160313
2018-2-14 0.468775921318 0.531224078682
2018-2-15 0.478882391163 0.521117608837
2018-2-16 0.501625638644 0.498374361356
2018-2-17 0.61425415426 0.38574584574
2018-2-18 0.601262493425 0.398737506575
2018-2-19 0.504417979255 0.495582020745
2018-2-20 0.495095440085 0.504904559915
2018-2-21 0.496763379956 0.503236620044
2018-2-22 0.45810663765 0.54189336235
2018-2-23 0.463662967931 0.536337032069
2018-2-24 0.442356342609 0.557643657391
2018-2-25 0.435611038108 0.564388961892
2018-2-26 0.478060334081 0.521939665919
2018-2-27 0.456564781586 0.543435218414
2018-2-28 0.424963879641 0.575036120359
2018-3-1 0.453462495091 0.546537504909
2018-3-2 0.436280396277 0.563719603723
2018-3-3 0.468418851088 0.531581148912
2018-3-4 0.466308884914 0.533691115086
2018-3-5 0.432144094215 0.567855905785
2018-3-6 0.477068723703 0.522931276297
2018-3-7 0.444821993976 0.555178006024
2018-3-8 0.402499349128 0.597500650872
2018-3-9 0.426056976955 0.573943023045
2018-3-10 0.463172120861 0.536827879139
2018-3-11 0.439936229574 0.560063770426
2018-3-12 0.399901784253 0.600098215747
2018-3-13 0.432783608196 0.567216391804
2018-3-14 0.425897696477 0.574102303523
2018-3-15 0.428240024745 0.571759975255
2018-3-16 0.418114328137 0.581885671863
2018-3-17 0.388896899784 0.611103100216
2018-3-18 0.395824738015 0.604175261985
2018-3-19 0.399563318777 0.600436681223
2018-3-20 0.458547843068 0.541452156932
2018-3-21 0.487847541889 0.512152458111
2018-3-22 0.460538532962 0.539461467038
2018-3-23 0.45500803428 0.54499196572
2018-3-24 0.496474253854 0.503525746146
2018-3-25 0.440968718466 0.559031281534
2018-3-26 0.442647611884 0.557352388116
2018-3-27 0.476486798827 0.523513201173
2018-3-28 0.43089697367 0.56910302633
2018-3-29 0.422975398585 0.577024601415
2018-3-30 0.498130073885 0.501869926115
2018-3-31 0.489889705882 0.510110294118
2018-4-1 0.475333333333 0.524666666667
2018-4-2 0.52753947532 0.47246052468
2018-4-3 0.444185775812 0.555814224188
