new-user return-user
2018-4-4 0.47590070511 0.52409929489
2018-4-5 0.42106752169 0.57893247831
2018-4-6 0.40315529367 0.59684470633
2018-4-7 0.424744402744 0.575255597256
2018-4-8 0.38697225573 0.61302774427
2018-4-9 0.391316001072 0.608683998928
2018-4-10 0.331451612903 0.668548387097
2018-4-11 0.323399113975 0.676600886025
2018-4-12 0.349489795918 0.650510204082
2018-4-13 0.4375 0.5625
2018-4-14 0.418349963495 0.581650036505
2018-4-15 0.349784379492 0.650215620508
2018-4-16 0.389940368162 0.610059631838
2018-4-17 0.362737920937 0.637262079063
2018-4-18 0.43356825894 0.56643174106
2018-4-19 0.428697875688 0.571302124312
2018-4-20 0.415996614473 0.584003385527
2018-4-21 0.394394512772 0.605605487228
2018-4-22 0.397709272572 0.602290727428
